iter	F1	Logloss	F1:use_weights=true	F1:use_weights=false
944	0.9994434137	0.06445327136	0.9994434137	0.9985822306
945	0.9994434137	0.06435934217	0.9994434137	0.9985822306
946	0.9994434137	0.06419236041	0.9994434137	0.9985822306
947	0.9994434137	0.06407144166	0.9994434137	0.9985822306
948	0.9994434137	0.06398053508	0.9994434137	0.9985822306
949	0.9994434137	0.06387648189	0.9994434137	0.9985822306
950	0.9994434137	0.06380552711	0.9994434137	0.9985822306
951	0.9994434137	0.06367013473	0.9994434137	0.9985822306
952	0.9994434137	0.06360647358	0.9994434137	0.9985822306
953	0.9994434137	0.06343226306	0.9994434137	0.9985822306
954	0.9995361351	0.06321397924	0.9995361351	0.9988182463
955	0.9995361351	0.06313054796	0.9995361351	0.9988182463
956	0.9995361351	0.06297997317	0.9995361351	0.9988182463
957	0.9993507096	0.06274031132	0.9993507096	0.9983463265
958	0.9992580226	0.06257677862	0.9992580226	0.9981105338
959	0.9992580226	0.06253106363	0.9992580226	0.9981105338
960	0.9992580226	0.06241803023	0.9992580226	0.9981105338
961	0.9992580226	0.06235817911	0.9992580226	0.9981105338
962	0.9992580226	0.06213574437	0.9992580226	0.9981105338
963	0.9992580226	0.06204856649	0.9992580226	0.9981105338
964	0.9994434137	0.06185537239	0.9994434137	0.9985822306
965	0.9994434137	0.06177122902	0.9994434137	0.9985822306
966	0.9994434137	0.06167530037	0.9994434137	0.9985822306
967	0.9994434137	0.06159452975	0.9994434137	0.9985822306
968	0.9994434137	0.06147583188	0.9994434137	0.9985822306
969	0.9994434137	0.06138062885	0.9994434137	0.9985822306
970	0.9994434137	0.06131755607	0.9994434137	0.9985822306
971	0.9994434137	0.06120850365	0.9994434137	0.9985822306
972	0.9994434137	0.06112098958	0.9994434137	0.9985822306
973	0.9994434137	0.06097542785	0.9994434137	0.9985822306
974	0.9994434137	0.06086604274	0.9994434137	0.9985822306
975	0.9994434137	0.06079022049	0.9994434137	0.9985822306
976	0.9993507096	0.06070475095	0.9993507096	0.9983463265
977	0.9993507096	0.06058883734	0.9993507096	0.9983463265
978	0.9994434137	0.06045709254	0.9994434137	0.9985822306
979	0.9994434137	0.06033844642	0.9994434137	0.9985822306
980	0.9993507096	0.06022603706	0.9993507096	0.9983463265
981	0.9993507096	0.06017455241	0.9993507096	0.9983463265
982	0.9993507096	0.06011627186	0.9993507096	0.9983463265
983	0.9993507096	0.06006929324	0.9993507096	0.9983463265
984	0.9993507096	0.05995106238	0.9993507096	0.9983463265
985	0.9993507096	0.05991313304	0.9993507096	0.9983463265
986	0.9994434137	0.05982012743	0.9994434137	0.9985822306
987	0.9994434137	0.05971897754	0.9994434137	0.9985822306
988	0.9994434137	0.05967648392	0.9994434137	0.9985822306
989	0.9994434137	0.05961154857	0.9994434137	0.9985822306
990	0.9994434137	0.05951899879	0.9994434137	0.9985822306
991	0.9994434137	0.05946075588	0.9994434137	0.9985822306
992	0.9994434137	0.05923085787	0.9994434137	0.9985822306
993	0.9995361351	0.05912668337	0.9995361351	0.9988182463
994	0.9995361351	0.05892549209	0.9995361351	0.9988182463
995	0.9995361351	0.0588861867	0.9995361351	0.9988182463
996	0.9994434137	0.05880294212	0.9994434137	0.9985822306
997	0.9994434137	0.05860476786	0.9994434137	0.9985822306
998	0.9994434137	0.05854529661	0.9994434137	0.9985822306
999	0.9994434137	0.05850321687	0.9994434137	0.9985822306
1000	0.9994434137	0.05844180426	0.9994434137	0.9985822306
1001	0.9994434137	0.05833937694	0.9994434137	0.9985822306
1002	0.9994434137	0.05824937262	0.9994434137	0.9985822306
1003	0.9994434137	0.05814583992	0.9994434137	0.9985822306
1004	0.9994434137	0.05806800597	0.9994434137	0.9985822306
1005	0.9995361351	0.05792574823	0.9995361351	0.9988182463
1006	0.9995361351	0.05788219101	0.9995361351	0.9988182463
1007	0.9995361351	0.05782161762	0.9995361351	0.9988182463
1008	0.9995361351	0.05774976936	0.9995361351	0.9988182463
1009	0.9995361351	0.05769610719	0.9995361351	0.9988182463
1010	0.9995361351	0.05759278561	0.9995361351	0.9988182463
1011	0.9995361351	0.05745276581	0.9995361351	0.9988182463
